,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
   Dossier Number  ,      Designation        , Country , ISO ,   Status   ,   Type    , Last relevant date ,   Product Categrory   ,      Latin Transcription     , Submission date , Publication date , Registration date , 1st Amendment date , 2nd Amendment date , 3rd Amendment date 
CZ/PGI/0005/0365,Hořické trubičky,Czech Republic,CZ,Registered,PGI,24/08/2007,"Class 2.4. Bread, pastry, cakes, confectionery, biscuits and other baker’s wares",,22/09/2004,18/11/2006,24/08/2007,11/03/2014,,
CZ/PGI/0005/0404,Karlovarský suchar,Czech Republic,CZ,Registered,PGI,22/08/2007,"Class 2.4. Bread, pastry, cakes, confectionery, biscuits and other baker’s wares",,20/10/2004,29/11/2006,22/08/2007,10/03/2016,,
ES/PDO/0005/0321,Pimentón de la Vera,Spain,ES,Registered,PDO,22/08/2007,Class 1.8. other products of Annex I of the Treaty (spices etc.),,,24/11/2006,22/08/2007,,,
IT/PDO/0005/0337,Riso di Baraggia Biellese e Vercellese,Italy,IT,Registered,PDO,22/08/2007,"Class 1.6. Fruit, vegetables and cereals fresh or processed",,26/02/2004,30/11/2006,22/08/2007,14/12/2011,,
ES/PGI/0005/0278,Miel de Galicia ;  Mel de Galicia,Spain,ES,Registered,PGI,24/07/2007,"Class 1.4. Other products of animal origin (eggs, honey, various dairy products except butter, etc.)",,,05/02/2005,24/07/2007,,,
EL/PDO/0005/0206,"Εξαιρετικό παρθένο ελαιόλαδο ""Τροιζηνία""",Greece,GR,Registered,PDO,13/07/2007,"Class 1.5. Oils and fats (butter, margarine, oil, etc.)","Exeretiko partheno eleolado ""Trizinia""",,01/06/2006,13/07/2007,,,
FR/PDO/0005/0290,Banon,France,FR,Registered,PDO,12/06/2007,Class 1.3. Cheeses,,07/05/2003,29/09/2006,12/06/2007,28/11/2013,,
PL/PDO/0005/0450,Bryndza Podhalańska,Poland,PL,Registered,PDO,12/06/2007,Class 1.3. Cheeses,,18/02/2005,23/09/2006,12/06/2007,,,
CZ/PDO/0005/0360,Pohořelický kapr,Czech Republic,CZ,Registered,PDO,09/05/2007,"Class 1.7. Fresh fish, molluscs, and crustaceans and products derived therefrom",,,25/08/2006,09/05/2007,,,
CZ/PDO/0005/0402,Žatecký chmel,Czech Republic,CZ,Registered,PDO,09/05/2007,Class 1.8. other products of Annex I of the Treaty (spices etc.),,,26/08/2006,09/05/2007,,,
FR/PDO/0005/0254,Tome des Bauges,France,FR,Registered,PDO,09/05/2007,Class 1.3. Cheeses,,18/09/2002,02/09/2006,09/05/2007,08/11/2016,,
FR/PDO/0005/0442,Pomme du Limousin,France,FR,Registered,PDO,09/05/2007,"Class 1.6. Fruit, vegetables and cereals fresh or processed",,,26/08/2006,09/05/2007,26/08/2015,,
CZ/PGI/0005/0378,Štramberské uši,Czech Republic,CZ,Registered,PGI,07/03/2007,"Class 2.4. Bread, pastry, cakes, confectionery, biscuits and other baker’s wares",,,24/06/2006,07/03/2007,,,
ES/PDO/0005/0198,Aceite Monterrubio,Spain,ES,Registered,PDO,07/03/2007,"Class 1.5. Oils and fats (butter, margarine, oil, etc.)",,,24/06/2006,07/03/2007,,,
ES/PGI/0005/0346,Alfajor de Medina Sidonia,Spain,ES,Registered,PGI,07/03/2007,"Class 2.4. Bread, pastry, cakes, confectionery, biscuits and other baker’s wares",,08/06/2004,24/06/2006,07/03/2007,,,
BE/PGI/0005/0288,Geraardsbergse mattentaart,Belgium,BE,Registered,PGI,16/02/2007,"Class 2.4. Bread, pastry, cakes, confectionery, biscuits and other baker’s wares",,,06/01/2006,16/02/2007,,,
ES/PDO/0005/0121,Gata-Hurdes,Spain,ES,Registered,PDO,16/02/2007,"Class 1.5. Oils and fats (butter, margarine, oil, etc.)",,28/03/2000,15/12/2005,16/02/2007,,,
ES/PDO/0005/0273,Poniente de Granada,Spain,ES,Registered,PDO,16/02/2007,"Class 1.5. Oils and fats (butter, margarine, oil, etc.)",,,05/11/2005,16/02/2007,,,
ES/PDO/0005/0326,Mantequilla de Soria,Spain,ES,Registered,PDO,16/02/2007,"Class 1.5. Oils and fats (butter, margarine, oil, etc.)",,20/11/2003,08/02/2006,16/02/2007,05/11/2014,,
ES/PGI/0005/0205,Pataca de Galicia / Patata de Galicia,Spain,ES,Registered,PGI,16/02/2007,"Class 1.6. Fruit, vegetables and cereals fresh or processed",,17/03/2010,07/04/2011,16/02/2007,22/12/2011,,
ES/PGI/0005/0232,Patatas de Prades ; Patates de Prades,Spain,ES,Registered,PGI,16/02/2007,"Class 1.6. Fruit, vegetables and cereals fresh or processed",,25/04/2002,28/12/2005,16/02/2007,,,
FR/PDO/0005/0428,Huile d'olive de Corse / Huile d'olive de Corse - Oliu di Corsica,France,FR,Registered,PDO,16/02/2007,"Class 1.5. Oils and fats (butter, margarine, oil, etc.)",,11/11/2004,22/09/2005,16/02/2007,30/05/2017,,
FR/PDO/0005/0441,Huile d'olive de Nîmes,France,FR,Registered,PDO,16/02/2007,"Class 1.5. Oils and fats (butter, margarine, oil, etc.)",,18/11/2004,14/09/2005,16/02/2007,09/02/2016,,
FR/PGI/0005/0300,Clémentine de Corse,France,FR,Registered,PGI,16/02/2007,"Class 1.6. Fruit, vegetables and cereals fresh or processed",,02/07/2003,30/09/2005,16/02/2007,,,
FR/PGI/0005/0316,Agneau de Sisteron,France,FR,Registered,PGI,16/02/2007,Class 1.1. Fresh meat (and offal),,15/10/2003,20/12/2005,16/02/2007,,,
IE/PGI/0005/0366,Connemara Hill Lamb / Uain Sléibhe Chonamara,Ireland,IE,Registered,PGI,16/02/2007,Class 1.1. Fresh meat (and offal),,,23/05/2006,16/02/2007,09/06/2017,,
IT/PDO/0005/0255,Stelvio ; Stilfser,Italy,IT,Registered,PDO,16/02/2007,Class 1.3. Cheeses,,,11/10/2005,16/02/2007,13/11/2013,,
IT/PDO/0005/0284,Sardegna,Italy,IT,Registered,PDO,16/02/2007,"Class 1.5. Oils and fats (butter, margarine, oil, etc.)",,18/03/2003,13/09/2005,16/02/2007,,,
IT/PGI/0005/0270,Carota dell'Altopiano del Fucino,Italy,IT,Registered,PGI,16/02/2007,"Class 1.6. Fruit, vegetables and cereals fresh or processed",,21/01/2003,30/09/2005,16/02/2007,21/02/2014,,
IT/PGI/0005/0297,Limone Femminello del Gargano,Italy,IT,Registered,PGI,16/02/2007,"Class 1.6. Fruit, vegetables and cereals fresh or processed",,10/06/2003,10/12/2005,16/02/2007,,,
NL/TSG/0107/0023,Boerenkaas,Netherlands,NL,Registered,TSG,16/02/2007,Class 1.3. Cheeses,,08/10/2007,,16/02/2007,20/10/2009,,
PT/PDO/0005/0216,Azeitonas de Conserva de Elvas e Campo Maior,Portugal,PT,Registered,PDO,16/02/2007,"Class 1.6. Fruit, vegetables and cereals fresh or processed",,,19/11/2005,16/02/2007,,,
PT/PDO/0005/0234,Azeite do Alentejo Interior,Portugal,PT,Registered,PDO,16/02/2007,"Class 1.5. Oils and fats (butter, margarine, oil, etc.)",,,01/06/2006,16/02/2007,,,
PT/PGI/0005/0217,Batata de Trás-os-Montes,Portugal,PT,Registered,PGI,16/02/2007,"Class 1.6. Fruit, vegetables and cereals fresh or processed",,,06/01/2006,16/02/2007,,,
PT/PGI/0005/0229,Linguíça do Baixo Alentejo ; Chouriço de carne do Baixo Alentejo,Portugal,PT,Registered,PGI,16/02/2007,"Class 1.2. Meat products (cooked, salted, smoked, etc.)",,08/04/2002,07/06/2006,16/02/2007,,,
PT/PGI/0005/0230,Paio de Beja,Portugal,PT,Registered,PGI,16/02/2007,"Class 1.2. Meat products (cooked, salted, smoked, etc.)",,,01/06/2006,16/02/2007,,,
PT/PGI/0005/0231,Cordeiro de Barroso ; Anho de Barroso ; Cordeiro de leite de Barroso,Portugal,PT,Registered,PGI,16/02/2007,Class 1.1. Fresh meat (and offal),,06/05/2002,08/02/2006,16/02/2007,,,
PT/PGI/0005/0236,Sangueira de Barroso-Montalegre,Portugal,PT,Registered,PGI,16/02/2007,"Class 1.2. Meat products (cooked, salted, smoked, etc.)",,16/05/2002,30/12/2005,16/02/2007,,,
PT/PGI/0005/0237,Alheira de Barroso-Montalegre,Portugal,PT,Registered,PGI,16/02/2007,"Class 1.2. Meat products (cooked, salted, smoked, etc.)",,16/05/2002,08/02/2006,16/02/2007,,,
PT/PGI/0005/0238,Salpicão de Barroso-Montalegre,Portugal,PT,Registered,PGI,16/02/2007,"Class 1.2. Meat products (cooked, salted, smoked, etc.)",,16/05/2002,07/02/2006,16/02/2007,,,
PT/PGI/0005/0239,Chouriça de Carne de Barroso-Montalegre,Portugal,PT,Registered,PGI,16/02/2007,"Class 1.2. Meat products (cooked, salted, smoked, etc.)",,16/05/2002,20/12/2005,16/02/2007,,,
PT/PGI/0005/0240,Chouriço de Abóbora de Barroso-Montalegre,Portugal,PT,Registered,PGI,16/02/2007,"Class 1.2. Meat products (cooked, salted, smoked, etc.)",,,24/12/2005,16/02/2007,,,
SI/PDO/0005/0420,Ekstra deviško oljčno olje Slovenske Istre,Slovenia,SI,Registered,PDO,16/02/2007,"Class 1.5. Oils and fats (butter, margarine, oil, etc.)",,29/10/2004,31/05/2006,16/02/2007,05/11/2014,,
ES/PDO/0005/0169,Montes de Granada,Spain,ES,Registered,PDO,11/03/2006,"Class 1.5. Oils and fats (butter, margarine, oil, etc.)",,,22/06/2005,11/03/2006,31/01/2014,,
ES/PDO/0005/0312,Aceite de la Rioja,Spain,ES,Registered,PDO,11/03/2006,"Class 1.5. Oils and fats (butter, margarine, oil, etc.)",,,12/07/2005,11/03/2006,,,
ES/PDO/0005/0327,Antequera,Spain,ES,Registered,PDO,11/03/2006,"Class 1.5. Oils and fats (butter, margarine, oil, etc.)",,26/11/2003,19/07/2005,11/03/2006,25/03/2014,,
ES/PGI/0005/0262,Pimiento Asado del Bierzo,Spain,ES,Registered,PGI,11/03/2006,"Class 1.6. Fruit, vegetables and cereals fresh or processed",,,26/11/2010,11/03/2006,08/09/2011,,
FR/PDO/0005/0322,Huile d'olive de Nice,France,FR,Registered,PDO,11/03/2006,"Class 1.5. Oils and fats (butter, margarine, oil, etc.)",,29/10/2003,12/07/2005,11/03/2006,28/10/2015,,
IT/PDO/0005/0282,Fico Bianco del Cilento,Italy,IT,Registered,PDO,11/03/2006,"Class 1.6. Fruit, vegetables and cereals fresh or processed",,,04/06/2005,11/03/2006,,,
IT/PGI/0005/0193,Melannurca Campana,Italy,IT,Registered,PGI,11/03/2006,"Class 1.6. Fruit, vegetables and cereals fresh or processed",,,07/06/2005,11/03/2006,14/05/2016,,
ES/PDO/0005/0260,Sidra de Asturias ; Sidra d'Asturies,Spain,ES,Registered,PDO,24/12/2005,Class 1.8. other products of Annex I of the Treaty (spices etc.),,,22/04/2005,24/12/2005,,,
FR/PDO/0217/0204,Miel de sapin des Vosges,France,FR,Registered,PDO,24/12/2005,"Class 1.4. Other products of animal origin (eggs, honey, various dairy products except butter, etc.)",,,,24/12/2005,21/06/2013,,
ES/PGI/0005/0309,Jamón de Trevélez,Spain,ES,Registered,PGI,15/11/2005,"Class 1.2. Meat products (cooked, salted, smoked, etc.)",,20/08/2003,01/03/2005,15/11/2005,04/12/2013,,
FR/PGI/0005/0181,Miel de Provence,France,FR,Registered,PGI,15/11/2005,"Class 1.4. Other products of animal origin (eggs, honey, various dairy products except butter, etc.)",,21/12/2000,30/10/2003,15/11/2005,,,
FR/PGI/0005/0272,Asperge des sables des Landes,France,FR,Registered,PGI,15/11/2005,"Class 1.6. Fruit, vegetables and cereals fresh or processed",,,23/02/2005,15/11/2005,,,
FR/PGI/0005/0324,Pâtes d'Alsace,France,FR,Registered,PGI,15/11/2005,Class 2.7. Pasta,,,23/05/2005,15/11/2005,,,
IT/PDO/0005/0331,Oliva Ascolana del Piceno,Italy,IT,Registered,PDO,15/11/2005,"Class 1.6. Fruit, vegetables and cereals fresh or processed",,,09/03/2005,15/11/2005,,,
IT/PGI/0005/0207,Mela Alto Adige / Südtiroler Apfel,Italy,IT,Registered,PGI,15/11/2005,"Class 1.6. Fruit, vegetables and cereals fresh or processed",,,18/01/2005,15/11/2005,22/03/2013,,
IT/PDO/0005/0194,Basilico Genovese,Italy,IT,Registered,PDO,05/10/2005,"Class 1.6. Fruit, vegetables and cereals fresh or processed",,,21/10/2004,05/10/2005,13/07/2010,,
IT/PDO/0005/0210,Tuscia,Italy,IT,Registered,PDO,05/10/2005,"Class 1.5. Oils and fats (butter, margarine, oil, etc.)",,,14/09/2004,05/10/2005,,,
FR/PDO/0005/0246,Chevrotin,France,FR,Registered,PDO,19/08/2005,Class 1.3. Cheeses,,,31/10/2003,19/08/2005,22/05/2015,,
ES/PDO/0005/0243,Miel de Granada,Spain,ES,Registered,PDO,11/06/2005,"Class 1.4. Other products of animal origin (eggs, honey, various dairy products except butter, etc.)",,15/05/2002,14/04/2004,11/06/2005,,,
FR/PDO/0005/0333,Olive de Nice,France,FR,Registered,PDO,11/06/2005,"Class 1.6. Fruit, vegetables and cereals fresh or processed",,29/10/2003,03/04/2004,11/06/2005,26/09/2015,,
FR/PGI/0005/0150,Miel d'Alsace,France,FR,Registered,PGI,14/05/2005,"Class 1.4. Other products of animal origin (eggs, honey, various dairy products except butter, etc.)",,,20/03/2002,14/05/2005,,,
IT/PDO/0005/0298,Ricotta Romana,Italy,IT,Registered,PDO,14/05/2005,"Class 1.4. Other products of animal origin (eggs, honey, various dairy products except butter, etc.)",,24/06/2003,04/02/2004,14/05/2005,17/12/2010,,
PT/PDO/0117/0266,Azeites do Norte Alentejano ,Portugal,PT,Registered,PDO,11/05/2005,"Class 1.5. Oils and fats (butter, margarine, oil, etc.)",,,,11/05/2005,,,
PT/PDO/0117/0229,Mel de Barroso,Portugal,PT,Registered,PDO,05/05/2005,"Class 1.4. Other products of animal origin (eggs, honey, various dairy products except butter, etc.)",,,,05/05/2005,,,
ES/PDO/0005/0219,Sierra de Cádiz,Spain,ES,Registered,PDO,05/02/2005,"Class 1.5. Oils and fats (butter, margarine, oil, etc.)",,,08/04/2004,05/02/2005,06/11/2013,,
ES/PDO/0005/0245,Aceite de Terra Alta ; Oli de Terra Alta,Spain,ES,Registered,PDO,05/02/2005,"Class 1.5. Oils and fats (butter, margarine, oil, etc.)",,,10/03/2004,05/02/2005,09/12/2016,,
ES/PDO/0005/0261,Queso Ibores,Spain,ES,Registered,PDO,05/02/2005,Class 1.3. Cheeses,,,06/03/2004,05/02/2005,,,
ES/PDO/0005/0315,Pera de Jumilla,Spain,ES,Registered,PDO,05/02/2005,"Class 1.6. Fruit, vegetables and cereals fresh or processed",,,06/03/2004,05/02/2005,,,
ES/PGI/0005/0310,Pan de Cea,Spain,ES,Registered,PGI,05/02/2005,"Class 2.4. Bread, pastry, cakes, confectionery, biscuits and other baker’s wares",,,23/04/2004,05/02/2005,,,
ES/PGI/0005/0311,Mantecadas de Astorga,Spain,ES,Registered,PGI,05/02/2005,"Class 2.4. Bread, pastry, cakes, confectionery, biscuits and other baker’s wares",,,23/04/2004,05/02/2005,,,
IT/PDO/0005/0218,Valdemone,Italy,IT,Registered,PDO,05/02/2005,"Class 1.5. Oils and fats (butter, margarine, oil, etc.)",,03/01/2002,06/03/2004,05/02/2005,,,
IT/PDO/0005/0266,Zafferano dell'Aquila,Italy,IT,Registered,PDO,05/02/2005,Class 1.8. other products of Annex I of the Treaty (spices etc.),,27/12/2002,17/04/2004,05/02/2005,,,
IT/PDO/0005/0289,Zafferano di San Gimignano,Italy,IT,Registered,PDO,05/02/2005,Class 1.8. other products of Annex I of the Treaty (spices etc.),,08/05/2003,17/04/2004,05/02/2005,,,
PT/PDO/0005/0235,Requeijão Serra da Estrela,Portugal,PT,Registered,PDO,05/02/2005,"Class 1.4. Other products of animal origin (eggs, honey, various dairy products except butter, etc.)",,16/05/2002,08/04/2004,05/02/2005,,,
IT/PDO/0005/0259,Terre Tarentine,Italy,IT,Registered,PDO,30/10/2004,"Class 1.5. Oils and fats (butter, margarine, oil, etc.)",,05/11/2002,05/02/2004,30/10/2004,30/03/2017,,
IT/PDO/0005/0292,Cartoceto,Italy,IT,Registered,PDO,30/10/2004,"Class 1.5. Oils and fats (butter, margarine, oil, etc.)",,31/01/2003,17/02/2004,30/10/2004,,,
IT/PGI/0005/0269,Lardo di Colonnata,Italy,IT,Registered,PGI,27/10/2004,"Class 1.2. Meat products (cooked, salted, smoked, etc.)",,,05/06/2003,27/10/2004,,,
EL/PGI/0005/0214,Άγιος Ματθαίος Κέρκυρας,Greece,GR,Registered,PGI,23/10/2004,"Class 1.5. Oils and fats (butter, margarine, oil, etc.)",Agios Mattheos Kerkyras,15/11/2001,31/12/2003,23/10/2004,,,
IT/PDO/0005/0195,Miele della Lunigiana,Italy,IT,Registered,PDO,23/10/2004,"Class 1.4. Other products of animal origin (eggs, honey, various dairy products except butter, etc.)",,,,23/10/2004,,,
IT/PDO/0005/0199,Lucca,Italy,IT,Registered,PDO,23/10/2004,"Class 1.5. Oils and fats (butter, margarine, oil, etc.)",,,31/12/2003,23/10/2004,,,
IT/PDO/0005/0256,Tergeste,Italy,IT,Registered,PDO,23/10/2004,"Class 1.5. Oils and fats (butter, margarine, oil, etc.)",,21/10/2002,13/12/2003,23/10/2004,,,
ES/PGI/0005/0124,Carne de la Sierra de Guadarrama,Spain,ES,Registered,PGI,21/08/2004,Class 1.1. Fresh meat (and offal),,,02/09/2003,21/08/2004,,,
ES/PGI/0005/0130,Ternera de Navarra ; Nafarroako Aratxea,Spain,ES,Registered,PGI,21/08/2004,Class 1.1. Fresh meat (and offal),,17/05/2000,03/09/2003,21/08/2004,,,
ES/PGI/0005/0175,Carne de Vacuno del País Vasco/Euskal Okela,Spain,ES,Registered,PGI,21/08/2004,Class 1.1. Fresh meat (and offal),,,03/09/2003,21/08/2004,,,
ES/PGI/0005/0182,Ternera Asturiana,Spain,ES,Registered,PGI,21/08/2004,Class 1.1. Fresh meat (and offal),,,03/09/2003,21/08/2004,,,
ES/PGI/0005/0185,Carne de Cantabria,Spain,ES,Registered,PGI,21/08/2004,Class 1.1. Fresh meat (and offal),,,06/09/2003,21/08/2004,,,
ES/PGI/0005/0275,Pimiento Riojano,Spain,ES,Registered,PGI,21/08/2004,"Class 1.6. Fruit, vegetables and cereals fresh or processed",,,24/09/2003,21/08/2004,,,
FR/PDO/0005/0276,Domfront,France,FR,Registered,PDO,21/08/2004,Class 1.8. other products of Annex I of the Treaty (spices etc.),,,30/10/2003,21/08/2004,,,
FR/PDO/0105/0248,Noix du Périgord,France,FR,Registered,PDO,21/08/2004,"Class 1.6. Fruit, vegetables and cereals fresh or processed",,,18/11/2003,21/08/2004,08/08/2007,26/09/2015,
IT/PDO/0005/0258,Valle del Belice,Italy,IT,Registered,PDO,21/08/2004,"Class 1.5. Oils and fats (butter, margarine, oil, etc.)",,04/11/2002,18/11/2003,21/08/2004,,,
IT/PGI/0005/0295,Kiwi Latina,Italy,IT,Registered,PGI,21/08/2004,"Class 1.6. Fruit, vegetables and cereals fresh or processed",,05/06/2003,31/10/2003,21/08/2004,,,
PT/PGI/0005/0157,Farinheira de Estremoz e Borba,Portugal,PT,Registered,PGI,21/08/2004,"Class 1.2. Meat products (cooked, salted, smoked, etc.)",,,13/07/2002,21/08/2004,,,
ES/PDO/0005/0263,Aceite de Mallorca ; Aceite mallorquín ; Oli de Mallorca ; Oli mallorquí,Spain,ES,Registered,PDO,12/08/2004,"Class 1.5. Oils and fats (butter, margarine, oil, etc.)",,08/11/2002,14/10/2003,12/08/2004,,,
ES/PGI/0005/0220,Ternera de Extremadura,Spain,ES,Registered,PGI,12/08/2004,Class 1.1. Fresh meat (and offal),,10/01/2002,14/10/2003,12/08/2004,15/09/2017,,
FR/PDO/0005/0076,Valençay,France,FR,Registered,PDO,12/08/2004,Class 1.3. Cheeses,,30/10/1998,02/10/2003,12/08/2004,25/03/2014,,
UK/PGI/0117/0275,Scotch Lamb ,United Kingdom,GB,Registered,PGI,23/07/2004,Class 1.1. Fresh meat (and offal),,,,23/07/2004,,,
PT/PGI/0005/0156,Paia de Toucinho de Estremoz e Borba,Portugal,PT,Registered,PGI,09/07/2004,"Class 1.2. Meat products (cooked, salted, smoked, etc.)",,,27/04/2002,09/07/2004,,,
PT/PGI/0005/0159,Chouriço de Carne de Estremoz e Borba,Portugal,PT,Registered,PGI,09/07/2004,"Class 1.2. Meat products (cooked, salted, smoked, etc.)",,,27/04/2002,09/07/2004,,,
PT/PGI/0005/0161,Paia de Lombo de Estremoz e Borba,Portugal,PT,Registered,PGI,09/07/2004,"Class 1.2. Meat products (cooked, salted, smoked, etc.)",,,27/04/2002,09/07/2004,,,
PT/PGI/0005/0162,Morcela de Estremoz e Borba,Portugal,PT,Registered,PGI,09/07/2004,"Class 1.2. Meat products (cooked, salted, smoked, etc.)",,,27/04/2002,09/07/2004,,,
PT/PGI/0005/0163,Chouriço grosso de Estremoz e Borba,Portugal,PT,Registered,PGI,09/07/2004,"Class 1.2. Meat products (cooked, salted, smoked, etc.)",,,27/04/2002,09/07/2004,,,
PT/PGI/0005/0164,Paia de Estremoz e Borba,Portugal,PT,Registered,PGI,09/07/2004,"Class 1.2. Meat products (cooked, salted, smoked, etc.)",,,27/04/2002,09/07/2004,,,
UK/PGI/0117/0274,Scotch Beef ,United Kingdom,GB,Registered,PGI,01/07/2004,Class 1.1. Fresh meat (and offal),,,,01/07/2004,,,
FR/PGI/0005/0180,Anchois de Collioure,France,FR,Registered,PGI,25/06/2004,"Class 1.7. Fresh fish, molluscs, and crustaceans and products derived therefrom",,,02/09/2003,25/06/2004,,,
IT/PGI/0005/0208,Salame d'oca di Mortara,Italy,IT,Registered,PGI,25/06/2004,"Class 1.2. Meat products (cooked, salted, smoked, etc.)",,,02/09/2003,25/06/2004,,,
ES/PDO/0005/0251,Peras de Rincón de Soto,Spain,ES,Registered,PDO,22/04/2004,"Class 1.6. Fruit, vegetables and cereals fresh or processed",,,06/08/2003,22/04/2004,04/12/2013,,
FR/PGI/0005/0271,Brioche vendéenne,France,FR,Registered,PGI,22/04/2004,"Class 2.4. Bread, pastry, cakes, confectionery, biscuits and other baker’s wares",,02/01/2003,07/08/2003,22/04/2004,,,
FR/PGI/0005/0177,Agneau du Poitou-Charentes,France,FR,Registered,PGI,06/04/2004,Class 1.1. Fresh meat (and offal),,,19/07/2003,06/04/2004,,,
FR/PGI/0005/0178,Agneau de Pauillac,France,FR,Registered,PGI,06/04/2004,Class 1.1. Fresh meat (and offal),,,19/07/2003,06/04/2004,,,
ES/PGI/0117/0098,Espárrago de Navarra,Spain,ES,Registered,PGI,23/03/2004,"Class 1.6. Fruit, vegetables and cereals fresh or processed",,,,23/03/2004,,,
IT/PDO/0005/0196,Farina di Neccio della Garfagnana,Italy,IT,Registered,PDO,13/03/2004,"Class 1.6. Fruit, vegetables and cereals fresh or processed",,15/05/2001,01/07/2003,13/03/2004,,,
IT/PGI/0005/0226,Carciofo di Paestum,Italy,IT,Registered,PGI,13/03/2004,"Class 1.6. Fruit, vegetables and cereals fresh or processed",,11/02/2002,01/07/2003,13/03/2004,,,
IT/PGI/0117/0305,Nocciola del Piemonte ; Nocciola Piemonte,Italy,IT,Registered,PGI,13/03/2004,"Class 1.6. Fruit, vegetables and cereals fresh or processed",,,,13/03/2004,06/09/2013,,
ES/PDO/0005/0113,Pimentón de Murcia,Spain,ES,Registered,PDO,05/03/2004,Class 1.8. other products of Annex I of the Treaty (spices etc.),,,22/06/2000,05/03/2004,,,
UK/PGI/0005/0227,Arbroath Smokies,United Kingdom,GB,Registered,PGI,02/03/2004,"Class 1.7. Fresh fish, molluscs, and crustaceans and products derived therefrom",,21/02/2002,17/06/2003,02/03/2004,,,
ES/PGI/0005/0277,Ensaimada de Mallorca ; Ensaimada mallorquina,Spain,ES,Registered,PGI,20/02/2004,"Class 2.4. Bread, pastry, cakes, confectionery, biscuits and other baker’s wares",,14/02/2003,05/06/2003,20/02/2004,,,
SE/TSG/0007/0022,Hushållsost,Sweden,SE,Registered,TSG,10/02/2004,Class 1.3. Cheeses,,,08/05/2003,10/02/2004,,,
ES/PGI/0005/0267,Queso de Valdeón,Spain,ES,Registered,PGI,28/01/2004,Class 1.3. Cheeses,,31/01/2003,08/05/2003,28/01/2004,,,
FR/PGI/0005/0133,Fraise du Périgord,France,FR,Registered,PGI,28/01/2004,"Class 1.6. Fruit, vegetables and cereals fresh or processed",,,26/04/2003,28/01/2004,,,
IT/PDO/0005/0252,Spressa delle Giudicarie,Italy,IT,Registered,PDO,23/12/2003,Class 1.3. Cheeses,,,11/04/2003,23/12/2003,02/06/2010,,
DE/PGI/0005/0222,Thüringer Leberwurst,Germany,DE,Registered,PGI,18/12/2003,"Class 1.2. Meat products (cooked, salted, smoked, etc.)",,,15/05/2002,18/12/2003,03/09/2010,,
DE/PGI/0005/0223,Thüringer Rostbratwurst,Germany,DE,Registered,PGI,18/12/2003,"Class 1.2. Meat products (cooked, salted, smoked, etc.)",,,15/05/2002,18/12/2003,22/10/2011,,
DE/PGI/0005/0224,Thüringer Rotwurst,Germany,DE,Registered,PGI,18/12/2003,"Class 1.2. Meat products (cooked, salted, smoked, etc.)",,,15/05/2002,18/12/2003,03/09/2010,,
ES/PDO/0005/0187,Mantequilla de l'Alt Urgell y la Cerdanya ; Mantega de l'Alt Urgell i la Cerdanya,Spain,ES,Registered,PDO,22/11/2003,"Class 1.5. Oils and fats (butter, margarine, oil, etc.)",,,11/03/2003,22/11/2003,,,
ES/PDO/0005/0202,Alcachofa de Benicarló ; Carxofa de Benicarló,Spain,ES,Registered,PDO,12/11/2003,"Class 1.6. Fruit, vegetables and cereals fresh or processed",,,19/02/2003,12/11/2003,,,
IT/PDO/0005/0209,Marrone di San Zeno,Italy,IT,Registered,PDO,12/11/2003,"Class 1.6. Fruit, vegetables and cereals fresh or processed",,12/10/2001,25/02/2003,12/11/2003,,,
NL/PGI/0005/0215,Westlandse druif,Netherlands,NL,Registered,PGI,12/11/2003,"Class 1.6. Fruit, vegetables and cereals fresh or processed",,26/11/2001,19/02/2003,12/11/2003,,,
CZ/PGI/0017/0444,Budějovické pivo,Czech Republic,CZ,Registered,PGI,23/09/2003,Class 2.1. Beers,,,,23/09/2003,,,
CZ/PGI/0017/0445,Budějovický měšťanský var,Czech Republic,CZ,Registered,PGI,23/09/2003,Class 2.1. Beers,,,,23/09/2003,,,
CZ/PGI/0017/0446,Českobudějovické pivo,Czech Republic,CZ,Registered,PGI,23/09/2003,Class 2.1. Beers,,,,23/09/2003,04/12/2013,,
ES/PGI/0005/0173,Clementinas de las Tierras del Ebro ; Clementines de les Terres de l'Ebre,Spain,ES,Registered,PGI,23/09/2003,"Class 1.6. Fruit, vegetables and cereals fresh or processed",,,29/01/2003,23/09/2003,,,
IT/PDO/0005/0197,Mela Val di Non,Italy,IT,Registered,PDO,23/09/2003,"Class 1.6. Fruit, vegetables and cereals fresh or processed",,,,23/09/2003,03/09/2010,,
IT/PGI/0005/0247,Clementine del Golfo di Taranto,Italy,IT,Registered,PGI,23/09/2003,"Class 1.6. Fruit, vegetables and cereals fresh or processed",,09/08/2002,17/01/2003,23/09/2003,,,
ES/PDO/0005/0213,Torta del Casar,Spain,ES,Registered,PDO,26/08/2003,Class 1.3. Cheeses,,26/10/2001,26/11/2002,26/08/2003,28/11/2015,,
ES/PGI/0005/0154,Manzana de Girona ; Poma de Girona,Spain,ES,Registered,PGI,26/08/2003,"Class 1.6. Fruit, vegetables and cereals fresh or processed",,14/09/2000,18/12/2002,26/08/2003,,,
IT/PDO/0005/0060,Monte Etna,Italy,IT,Registered,PDO,26/08/2003,"Class 1.5. Oils and fats (butter, margarine, oil, etc.)",,,19/11/2002,26/08/2003,,,
